,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,companyOfficers,website,maxAge,address1,industry,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,underlyingSymbol,quoteType,symbol,underlyingExchangeSymbol,headSymbol,messageBoardId,uuid,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,logo_url,address2,fax,quoteSourceName,averageDailyVolume3Month,regularMarketTime,regularMarketChange,preMarketPrice,exchangeDataDelayedBy,postMarketChange,postMarketPrice,exchangeName,preMarketChange,regularMarketSource,marketState
46,2,Consumer Cyclical,151000.0,"Aptiv PLC designs, manufacturers, and sells vehicle components worldwide. The company provides electrical, electronic, and safety technology solutions to the automotive and commercial vehicle markets. It operates through two segment, Signal and Power Solutions, and Advanced Safety and User Experience. The Signal and Power Solutions segment designs, manufactures, and assembles vehicle's electrical architecture, including engineered component products, connectors, wiring assemblies and harnesses, cable management products, electrical centers, and hybrid high voltage and safety distribution systems. The Advanced Safety and User Experience segment provides critical components, systems integration, and software development for vehicle safety, security, comfort, and convenience, such as sensing and perception systems, electronic control units, multi-domain controllers, vehicle connectivity systems, application software, and autonomous driving technologies. The company was formerly known as Delphi Automotive PLC and changed its name to Aptiv PLC in December 2017. Aptiv PLC was founded in 2011 and is headquartered in Dublin, Ireland.",Dublin,353 1 259 7013,,Ireland,[],http://www.aptiv.com,1,5 Hanover Quay,Auto Parts,0.12977,0.03801,0.16468,1504000000.0,0.247,0.074439995,1799000064.0,98.0,buy,2057000000.0,547374976.0,170.5,169.14,-0.832,1.969,0.038340002,22.0,167.82,53.142,0.08266,205.0,2830000128.0,4398000128.0,13863000064.0,10.464,USD,51.896,1.526,2.1,NYQ,Aptiv PLC,Aptiv PLC,America/New_York,EDT,True,-14400000,,EQUITY,APTV,,,finmb_59502420,aed566cb-3b02-3352-9d08-8fed8b11fea9,us_market,,3.197,,24.635,,,5.01,,270463008.0,,,,29.275,3172705.0,0.0117,,1609372800.0,0.96692,476000000.0,6.664,,,5.777626,0.0057099997,1672444800.0,,1617148800.0,2.55,1620950400.0,268745311.0,2.132608,44318904320.0,2,,1512432000.0,1193:1000,,,-0.812,3.2998712,1623715200.0,0.89,,33.76048,,0.013200001,2898226.0,,,167.66,168.41,147.94582,0.0013121794,0.0,,169.33,,1129040.0,167.66,155.86882,0.22,168.41,1129040.0,,,,1580774400.0,,,165.52,USD,25.381153,781123.0,,,,45746114560.0,,,1284277.0,165.52,175.87,800.0,781123.0,169.33,,,80.26,165.5,False,,3000.0,169.33,169.14,https://logo.clearbit.com/aptiv.com,Grand Canal Dock,,,,,,,,,,,,,
47,60601,Consumer Defensive,37575.0,"Archer-Daniels-Midland Company procures, transports, stores, processes, and merchandises agricultural commodities, products, and ingredients in the United States and internationally. The company operates through three segments: Ag Services and Oilseeds, Carbohydrate Solutions, and Nutrition. It procures, stores, cleans, and transports agricultural raw materials, such as oilseeds, corn, wheat, milo, oats, and barley. The company also engages in the agricultural commodity and feed product import, export, and distribution; and structured trade finance activities. In addition, it offers vegetable oils and protein meals; ingredients for the food, feed, energy, and industrial customers; crude vegetable oils, salad oils, margarine, shortening, and other food products; and partially refined oils to produce biodiesel and glycols for use in chemicals, paints, and other industrial products. Further, the company provides peanuts, peanut-derived ingredients, and cotton cellulose pulp; sweeteners, corn and wheat starches, syrup, glucose, wheat flour, and dextrose; alcohol and other food and animal feed ingredients; ethyl alcohol and ethanol; corn gluten feed and meal, as well as distillers' grains; and citric acids. Additionally, the company provides natural flavor ingredients, flavor systems, natural colors, proteins, emulsifiers, soluble fiber, polyols, hydrocolloids, and natural health and nutrition products, including probiotics, prebiotics, enzymes, and botanical extracts; and other specialty food and feed ingredients; edible beans; formula feeds, and animal health and nutrition products; and contract and private label pet treats and foods. It also offers futures commission merchant and insurance services. The company was founded in 1902 and is headquartered in Chicago, Illinois.",Chicago,312 634 8100,IL,United States,[],http://www.adm.com,1,77 West Wacker Drive,Farm Products,0.04876,0.03032,0.07396,-1432999936.0,0.262,0.0344,3328999936.0,63.0,buy,4453000000.0,-3165250048.0,70.0,59.79,0.768,1.582,0.0294,12.0,70.08,58.702,0.10423,78.0,824000000.0,12293999616.0,68278001664.0,1.475,USD,121.708,0.337,1.7,NYQ,Archer-Daniels-Midland Company,Archer-Daniels-Midland Company,America/New_York,EDT,True,-14400000,,EQUITY,ADM,,,finmb_251704,6fb4f229-92a0-3164-b772-67fde5477248,us_market,,0.672,,13.791,,,4.45,,558702016.0,,,,37.283,3771718.0,0.0068,,1609372800.0,0.80525,2070000000.0,3.681,,,1.6036799,0.0050199996,1672444800.0,,1617148800.0,1.54,1620950400.0,556238234.0,0.9,45909831680.0,2,,999129600.0,105:100,,,0.762,0.48924682,1623715200.0,1.78,,13.435956,,0.0068,4155026.0,,,59.36,59.38,59.704338,0.024427224,0.39400002,,59.91,,3212060.0,59.36,60.175293,1.45,59.38,3212060.0,,,1.48,1621296000.0,,,58.53,USD,16.242868,1481277.0,,,,33404794880.0,,,2546700.0,58.53,59.72,1000.0,1481277.0,69.3,,3.01,42.47,59.71,False,0.0241,800.0,59.91,59.79,https://logo.clearbit.com/adm.com,Suite 4600,,,,,,,,,,,,,
48,95054,Technology,2613.0,"Arista Networks, Inc. develops, markets, and sells cloud networking solutions in the Americas, Europe, the Middle East, Africa, and the Asia-Pacific. The company's cloud networking solutions consist of extensible operating systems, a set of network applications, as well as gigabit Ethernet switching and routing platforms. It also provides post contract customer support services, such as technical support, hardware repair and parts replacement beyond standard warranty, bug fix, patch, and upgrade services. The company serves a range of industries comprising internet companies, service providers, financial services organizations, government agencies, media and entertainment companies, and others. It markets and sells its products through distributors, value-added resellers, system integrators, and original equipment manufacturer partners, as well as through its direct sales force. The company was formerly known as Arastra, Inc. and changed its name to Arista Networks, Inc. in October 2008. Arista Networks, Inc. was incorporated in 2004 and is headquartered in Santa Clara, California.",Santa Clara,408 547 5500,CA,United States,[],http://www.arista.com,1,5453 Great America Parkway,Computer Hardware,0.32418,0.27477,0.63724,794942016.0,0.276,0.30508,798153984.0,300.0,buy,1481886000.0,584354240.0,345.0,379.17,0.312,5.089,0.10426,19.0,354.47,1.964,0.21475,433.0,3027665920.0,67770000.0,2462044928.0,39.67,USD,32.398,4.333,2.3,NYQ,"Arista Networks, Inc.","Arista Networks, Inc.",America/New_York,EDT,True,-14400000,,EQUITY,ANET,,,finmb_33348547,bbe42b96-ac16-33e3-9f09-5628654f1968,us_market,,10.1,,31.157,,,11.45,,76321800.0,,,,45.259,1627324.0,0.021300001,,1609372800.0,0.65527,676492032.0,8.533,,,8.377782,0.26803,1672444800.0,,1617148800.0,4.02,1619740800.0,55882833.0,1.166847,24867801088.0,2,,,,,,0.303,11.754025,1622160000.0,2.85,,33.115284,,0.0342,1802288.0,,,377.18,364.48,326.48596,,0.0,,381.79,,264140.0,377.18,369.01706,,364.48,264140.0,,,,,,,358.0,USD,44.435722,740978.0,,,,28938938368.0,,,435260.0,358.0,379.87,4000.0,740978.0,383.545,,,192.96,372.02,False,,1000.0,381.79,379.17,https://logo.clearbit.com/arista.com,,408 538 8920,,,,,,,,,,,,
49,60008-4050,Financial Services,34000.0,"Arthur J. Gallagher & Co., together with its subsidiaries, provides insurance brokerage, consulting, and third party claims settlement and administration services in the United States, Australia, Bermuda, Canada, the Caribbean, New Zealand, India, and the United Kingdom. Its Brokerage segment consists of retail and wholesale insurance brokerage operations. It offers brokerage and consulting services to businesses and organizations, including commercial, not-for-profit, and public entities, as well as individuals in the areas of insurance placement, risk of loss management, and management of employer sponsored benefit programs. This segment also assist retail brokers and other non-affiliated brokers in the placement of specialized and hard-to-place insurance; acts as a brokerage wholesaler, and managing general agent or managing general underwriter distributing specialized insurance coverage's for underwriting enterprises; and performs activities, including marketing, underwriting, issuing policies, collecting premiums, appointing and supervising other agents, paying claims, and negotiating reinsurance. The company's Risk Management segment provides contract claim settlement and administration services for enterprises and public entities; and claims management, loss control consulting, and insurance property appraisal services. The company offers its services through a network of correspondent insurance brokers and consultants. It serves commercial, industrial, public entity, religious, and not-for-profit entities. Arthur J. Gallagher & Co. was founded in 1927 and is headquartered in Rolling Meadows, Illinois.",Rolling Meadows,630-773-3800,IL,United States,[],http://www.ajg.com,1,2850 Golf Road,Insurance Brokers,0.24752001,0.12066,0.36831,1930200064.0,0.166,0.17952,1753100032.0,138.0,buy,2510500000.0,1316537472.0,159.0,138.55,0.073,1.1,0.03512,10.0,155.0,71.663,0.1513,170.0,526300000.0,4858399744.0,7082800128.0,2.687,USD,36.799,0.805,2.2,NYQ,Arthur J. Gallagher & Co.,Arthur J. Gallagher & Co.,America/New_York,EDT,True,-14400000,,EQUITY,AJG,,,finmb_252186,661a5b56-e520-3f3b-9240-f02fe4684c8e,us_market,,4.643,,18.757,,,5.21,,195887008.0,,,,34.362,2096927.0,0.0107,,1609372800.0,0.86092,854600000.0,4.354,,,4.0320706,0.00922,1672444800.0,,1617148800.0,2.3,1615766400.0,193838022.0,0.662437,32882059264.0,2,,979862400.0,2:1,,,0.103,3.8318384,1618444800.0,2.0,,26.59309,,0.0137,2156841.0,,,139.18,139.69,133.30905,0.013148442,0.42259997,,140.24,,1399300.0,139.18,140.38176,1.83,139.69,1399300.0,,,1.92,1622678400.0,,,138.25,USD,31.821314,1031908.0,,,,27140145152.0,,,1235341.0,138.25,138.66,800.0,1031908.0,154.03,,2.22,100.32,138.7,False,0.013200001,1100.0,140.24,138.55,https://logo.clearbit.com/ajg.com,,,,,,,,,,,,,,
50,10005,Financial Services,13600.0,"Assurant, Inc., together with its subsidiaries, provides lifestyle and housing solutions that support, protect, and connect consumer purchases in North America, Latin America, Europe, and the Asia Pacific. The company operates through three segments: Global Lifestyle, Global Housing, and Global Preneed. The Global Lifestyle segment offers mobile device solutions, and extended service products and related services for mobile devices, consumer electronics, and appliances; vehicle protection and related services; and credit protection and other insurance products. The Global Housing segment provides lender-placed homeowners insurance, manufactured housing, and flood insurance; and renters insurance and related products, as well as voluntary manufactured housing insurance, voluntary homeowners insurance, and other specialty products. The Global Preneed segment offers pre-funded funeral insurance, final need insurance, and related services. The company was formerly known as Fortis, Inc. and changed its name to Assurant, Inc. in February 2004. Assurant, Inc. was founded in 1892 and is headquartered in New York, New York.",New York,212-859-7000,NY,United States,[],http://www.assurant.com,1,28 Liberty Street,Insurance—Specialty,0.1026,0.04468,0.10979,1047000000.0,-0.007,0.087390006,1033500032.0,180.0,buy,1021700000.0,-10242337792.0,188.0,158.04,0.085,1.056,0.01253,5.0,189.6,37.828,0.07895,207.0,1796600064.0,2203699968.0,10072800256.0,29.663,USD,168.548,0.165,1.7,NYQ,"Assurant, Inc.","Assurant, Inc.",America/New_York,EDT,True,-14400000,,EQUITY,AIZ,,,finmb_4026111,89b06828-ecb1-357b-8859-57b659e60b4b,us_market,,0.973,,9.48,,,12.19,,60566600.0,,,,95.995,766568.0,0.0127,,1609372800.0,0.97157997,424300000.0,7.176,,,1.6463356,0.010190001,1672444800.0,,1617148800.0,2.32,1619740800.0,59944614.0,0.636956,9797722112.0,2,,,,,,0.054,0.9502765,1622160000.0,0.8,,12.9647255,,0.0143,777496.0,,,157.26,157.93,147.71611,0.016405951,0.3644,,159.46,,255560.0,157.26,155.99176,2.58,157.93,255560.0,,,2.64,1622160000.0,,,155.83,USD,22.02341,408895.0,,,,9571945472.0,,,345209.0,155.83,158.29,1000.0,408895.0,163.84,,2.15,106.49,158.2,False,0.017,900.0,159.46,158.04,https://logo.clearbit.com/assurant.com,41st Floor,,,,,,,,,,,,,
51,75202,Communication Services,226840.0,"AT&T Inc. provides telecommunication, media, and technology services worldwide. The company operates through Communications, WarnerMedia, and Latin America segments. The Communications segment offers wireless voice and data communications services; video and targeted advertising services; broadband, including fiber, and legacy telephony internet and voice communication; and wireline telecom services. It also sells handsets, wirelessly enabled computers, wireless data cards, and IP-based set-top boxes, as well as various accessories, such as carrying cases and hands-free devices through the company-owned stores, agents, and third-party retail stores. This segment markets its communications services and products under the AT&T, Cricket, AT&T PREPAIDSM, AT&T TV, AT&T Fiber, and DIRECTV brand names. The WarnerMedia segment primarily produces, distributes, and licenses television programming and feature films; distributes home entertainment products in physical and digital formats; and produces and distributes mobile and console games, and consumer products, as well as offers brand licensing services, and advertising services. It also operates cable networks; video on demand streaming platform under the HBO Max and HBO GO names; multichannel pay television services under the HBO and Cinemax; and digital media properties, as well as licenses its content to television networks and over-the-top services. The Latin America segment offers video entertainment and audio programming services under the DIRECTV and SKY brands primarily to residential customers; pay-TV services, including HD sports video content; and postpaid and prepaid wireless services under the AT&T and Unefon brands, as well as sells various handsets through company-owned stores, agents, and third-party retail stores. The company was formerly known as SBC Communications Inc. and changed its name to AT&T Inc. in November 2005. AT&T Inc. was incorporated in 1983 and is headquartered in Dallas, Texas.",Dallas,210-821-4105,TX,United States,[],http://www.att.com,1,208 South Akard Street,Telecom Services,0.28280002,-0.0110599995,0.51745,43042000896.0,0.076,0.15727,49777000448.0,23.0,hold,91840000000.0,32478124032.0,31.0,28.19,0.221,0.766,0.03167,23.0,30.69,111.996,-0.0028400002,36.0,11868999680.0,201419997184.0,176014999552.0,1.662,USD,24.595,0.337,2.8,NYQ,AT&T Inc.,AT&T Inc.,America/New_York,EDT,True,-14400000,,EQUITY,T,,,finmb_100231,b9ece18c-950a-3bfa-ab0f-dbfa4ff731d3,us_market,,2.321,,8.206,,,3.12,,7139999744.0,,,,23.178,104557700.0,0.0146,,1609372800.0,0.52568,-2161999872.0,-0.345,,,1.2162396,0.00101,1672444800.0,,1625011200.0,3.19,1623715200.0,7130361000.0,0.754624,408448991232.0,2,,890352000.0,2:1,,,0.226,1.1435196,1626307200.0,7.04,,9.035257,,0.0147,105849618.0,,,28.11,28.08,29.523382,0.07399502,,,28.25,,34366600.0,28.11,28.537354,2.08,28.08,34366600.0,,,2.08,1625702400.0,,,27.91,USD,,28254110.0,,,,201276604416.0,,,43563115.0,27.91,28.16,36100.0,28254110.0,33.88,,5.97,26.35,28.13,False,0.0738,27000.0,28.25,28.19,https://logo.clearbit.com/att.com,,,,,,,,,,,,,,
52,75240,Utilities,4694.0,"Atmos Energy Corporation, together with its subsidiaries, engages in the regulated natural gas distribution, and pipeline and storage businesses in the United States. It operates in two segments, Distribution, and Pipeline and Storage. The Distribution segment is involved in the regulated natural gas distribution and related sales operations in eight states. This segment distributes natural gas to approximately three million residential, commercial, public authority, and industrial customers. As of September 30, 2020, it owned 71,558 miles of underground distribution and transmission mains. The Pipeline and Storage segment engages in the pipeline and storage operations. This segment transports natural gas for third parties and manages five underground storage reservoirs in Texas; and provides ancillary services to the pipeline industry, including parking arrangements, lending, and inventory sales. As of September 30, 2020, it owned 5,684 miles of gas transmission lines. Atmos Energy Corporation was founded in 1906 and is headquartered in Dallas, Texas.",Dallas,972-934-9227,TX,United States,[],http://www.atmosenergy.com,1,1800 Three Lincoln Centre,Utilities—Regulated Gas,0.42823002,0.21789,0.52187,-998022016.0,0.349,0.28681,1370971008.0,93.0,buy,1532682000.0,-735477504.0,109.0,99.68,0.179,1.86,0.03363,9.0,107.44,93.551,0.09877,121.0,997108992.0,7316580864.0,3201462016.0,7.631,USD,25.443,1.683,2.4,NYQ,Atmos Energy Corporation,Atmos Energy Corporation,America/New_York,EDT,True,-14400000,,EQUITY,ATO,,,finmb_252684,9b27761c-46b7-3cd9-8210-3e8a46e61492,us_market,,5.991,,13.989,,,5.42,,130672000.0,,,,59.854,1830478.0,0.0139999995,,1601424000.0,0.85822,697075968.0,5.537,,,1.6653857,0.00955,1664496000.0,,1617148800.0,2.05,1619740800.0,129580833.0,0.394021,19178897408.0,2,,769132800.0,3:2,,,0.238,4.068574,1622160000.0,2.79,,18.391144,,0.018,1616833.0,,,99.54,99.48,96.59419,0.024110911,0.4388,,100.16,,597360.0,99.54,98.87882,2.4,99.48,597360.0,,,2.5,1621555200.0,,,99.15,USD,18.002527,523744.0,,,,13025385472.0,,,744200.0,99.15,99.56,800.0,523744.0,107.02,,2.17,84.59,99.5,False,0.0254,1100.0,100.16,99.68,https://logo.clearbit.com/atmosenergy.com,5430 LBJ Freeway,,,,,,,,,,,,,
53,94903,Technology,11500.0,"Autodesk, Inc. provides 3D design, engineering, and entertainment software and services worldwide. The company offers AutoCAD Civil 3D, a surveying, design, analysis, and documentation solution for civil engineering, including land development, transportation, and environmental projects; BIM 360, a construction management cloud-based software; AutoCAD, a software for professional design, drafting, detailing, and visualization; AutoCAD LT, a drafting and detailing software; computer-aided manufacturing (CAM) software for computer numeric control machining, inspection, and modelling for manufacturing; Fusion 360, a 3D CAD, CAM, and computer-aided engineering tool; and Industry Collections tools for professionals in architecture, engineering and construction, product design and manufacturing, and media and entertainment collection industries. It also provides Inventor tools for 3D mechanical design, simulation, analysis, tooling, visualization, and documentation; Vault, a data management software to manage data in one central location, accelerate design processes, and streamline internal/external collaboration; Maya and 3ds Max software products that offer 3D modeling, animation, effects, rendering, and compositing solutions; and Shotgun, a cloud-based software for review and production tracking in the media and entertainment industry. In addition, the company offers PlanGrid, a cloud-based field collaboration software, which provides general contractors, subcontractors, owners, and architects access to construction information in real-time; Revit software for building information modeling; and BuildingConnected, a bid-management solution. Autodesk, Inc. sells its products and services to customers directly, as well as through a network of resellers and distributors. The company was founded in 1982 and is headquartered in San Rafael, California.",San Rafael,415 507 5000,CA,United States,[],http://www.autodesk.com,1,111 McInnis Parkway,Software—Application,0.19391,0.33315,0.91947,1446000000.0,0.117,0.17001,755100032.0,265.0,buy,3484900000.0,1336724992.0,340.0,327.61,1.333,0.481,0.06444,17.0,333.24,185.324,2.62266,370.0,923200000.0,2091200000.0,3894000128.0,4.196,USD,17.74,0.399,1.9,NMS,"Autodesk, Inc.","Autodesk, Inc.",America/New_York,EDT,True,-14400000,,EQUITY,ADSK,,,finmb_119902,6806dff3-3571-369c-b858-2ab23bccc502,us_market,,16.327,,84.2,,,6.87,,220012992.0,,,,5.129,2161154.0,0.0098,,1612051200.0,0.91800004,1297299968.0,5.836,,,63.874043,0.00191,1675123200.0,,1619740800.0,2.06,1619740800.0,219672294.0,1.331521,63579176960.0,2,,1103587200.0,2:1,,,1.34,18.51013,1622160000.0,1.51,,47.687042,,0.0098,1763534.0,,,322.07,323.03,287.4469,,0.0,,328.16,,1154740.0,322.07,294.89822,,323.03,1154740.0,,,,1111449600.0,,,321.05,USD,56.13605,994674.0,,,,72078450688.0,,,1107836.0,321.05,327.6,900.0,994674.0,328.16,,,215.83,322.01,False,,800.0,328.16,327.61,https://logo.clearbit.com/autodesk.com,,415 507 5100,,,,,,,,,,,,
54,07068,Industrials,58000.0,"Automatic Data Processing, Inc. provides cloud-based human capital management solutions worldwide. It operates through two segments, Employer Services and Professional Employer Organization (PEO). The Employer Services segment offers strategic, cloud-based platforms, and human resources (HR) outsourcing solutions. Its offerings include payroll, benefits administration, talent management, HR management, workforce management, insurance, retirement, and compliance services. The PEO Services segment provides HR outsourcing solutions to small and mid-sized businesses through a co-employment model. This segment offers benefits package, protection and compliance, talent engagement, comprehensive outsourcing, and recruitment process outsourcing services. The company was founded in 1949 and is headquartered in Roseland, New Jersey.",Roseland,973-974-5000,NJ,United States,[],http://www.adp.com,1,One ADP Boulevard,Staffing & Employment Services,0.26038,0.16878,0.44673002,3217100032.0,0.013,0.22562,3813400064.0,163.0,hold,6511600000.0,3110174976.0,198.2,213.44,0.0,1.048,0.04223,19.0,196.8,43.226,0.44280997,220.0,1902000000.0,2452600064.0,14645199872.0,4.47,USD,34.24,0.105,2.9,NMS,"Automatic Data Processing, Inc.","Automatic Data Processing, Inc.",America/New_York,EDT,True,-14400000,,EQUITY,ADP,,,finmb_126269,a771a5a3-7055-3bcd-81f6-9ccb77ac9a9b,us_market,,5.809,,22.307,,,6.54,,425518016.0,,,,13.319,5086019.0,0.012,,1593475200.0,0.81655,2471899904.0,5.755,,,16.025227,0.0010800001,1656547200.0,,1617148800.0,3.27,1620950400.0,424765153.0,0.724456,85067046912.0,2,,1412121600.0,1139:1000,,,-0.012,6.2015247,1623715200.0,3.57,,32.636086,,0.012,4811911.0,,,209.45,209.6,188.3408,0.017569827,0.6389,,213.71,,1605980.0,209.45,201.6147,3.68,209.6,1605980.0,,,3.72,1623283200.0,,,208.775,USD,37.08775,1412236.0,,,,90822565888.0,,,1539866.0,208.775,220.0,800.0,1412236.0,213.71,,2.06,127.31,211.13,False,0.0187,900.0,213.71,213.44,https://logo.clearbit.com/adp.com,,,,,,,,,,,,,,
55,38103,Consumer Cyclical,60000.0,"AutoZone, Inc. retails and distributes automotive replacement parts and accessories. The company offers various products for cars, sport utility vehicles, vans, and light trucks, including new and remanufactured automotive hard parts, maintenance items, accessories, and non-automotive products. Its products include A/C compressors, batteries and accessories, bearings, belts and hoses, calipers, chassis, clutches, CV axles, engines, fuel pumps, fuses, ignition and lighting products, mufflers, radiators, starters and alternators, thermostats, and water pumps. The company also offers maintenance products, such as antifreeze and windshield washer fluids; brake drums, rotors, shoes, and pads; brake and power steering fluids, and oil and fuel additives; oil and transmission fluids; oil, cabin, air, fuel, and transmission filters; oxygen sensors; paints and accessories; refrigerants and accessories; shock absorbers and struts; spark plugs and wires; and windshield wipers, as well as air fresheners, cell phone accessories, drinks and snacks, floor mats and seat covers, interior and exterior accessories, mirrors, performance products, protectants and cleaners, sealants and adhesives, steering wheel covers, stereos and radios, tools, and wash and wax products. In addition, it provides a sales program that offers commercial credit and delivery of parts and other products; and towing and tire repair services. Further, it sells automotive diagnostic and repair software under the ALLDATA brand through alldata.com and alldatadiy.com; and automotive hard parts, maintenance items, accessories, and non-automotive products through autozone.com. As of August 29, 2020, it operated 5,885 stores in the United States; 621 stores in Mexico; and 43 stores in Brazil. AutoZone, Inc. was founded in 1979 and is based in Memphis, Tennessee.",Memphis,901 495 6500,TN,United States,[],http://www.autozone.com,1,123 South Front Street,Specialty Retail,0.23677,0.14899999,0.53028,3647346944.0,0.314,0.20849001,3376837120.0,1390.0,buy,6770753000.0,2574976000.0,1650.0,1660.11,0.84,0.888,0.13745,17.0,1631.24,,,1700.0,1026225024.0,8118784000.0,14262069248.0,47.632,USD,625.824,0.198,2.2,NYQ,"AutoZone, Inc.","AutoZone, Inc.",America/New_York,EDT,True,-14400000,,EQUITY,AZO,,,finmb_25307,cd209cf1-de79-3635-91e9-70d258280024,us_market,,2.664,,11.253,,,91.38,,21544800.0,,,,-81.563,438909.0,0.020299999,,1598659200.0,0.93193,2124999936.0,91.057,,,,0.00378,1661731200.0,,1620432000.0,2.16,1619740800.0,21461158.0,0.948369,37998505984.0,2,,766886400.0,2:1,,,0.739,2.5078225,1622160000.0,1.17,,18.167105,,0.020399999,394550.0,,,1634.01,1628.42,1389.6849,,0.0,,1666.63,,132920.0,1634.01,1528.1909,,1628.42,132920.0,,,,,,,1632.27,USD,18.231546,137818.0,,,,35766738944.0,,,183549.0,1632.27,1665.0,900.0,137818.0,1666.63,,,1085.85,1570.34,False,,800.0,1666.63,1660.11,https://logo.clearbit.com/autozone.com,,,,,,,,,,,,,,
56,22203,Real Estate,2966.0,"As of December 31, 2020, the Company owned or held a direct or indirect ownership interest in 291 apartment communities containing 86,025 apartment homes in 11 states and the District of Columbia, of which 18 communities were under development and one community was under redevelopment. The Company is an equity REIT in the business of developing, redeveloping, acquiring and managing apartment communities in leading metropolitan areas in New England, the New York/New Jersey Metro area, the Mid-Atlantic, the Pacific Northwest, and Northern and Southern California, as well as in the Company's expansion markets consisting of Southeast Florida and Denver, Colorado (the ""Expansion Markets"").",Arlington,703-329-6300,VA,United States,[],http://www.avalonbay.com,1,4040 Wilson Boulevard,REIT—Residential,0.60287,0.35643002,0.63051,1208056064.0,-0.087,0.28607,1356306048.0,176.0,hold,1479342000.0,999773888.0,213.0,228.9,-0.146,0.677,0.02062,20.0,211.9,72.319,0.0743,251.0,129298000.0,7717751808.0,2249750016.0,0.928,USD,16.09,0.192,2.7,NYQ,"AvalonBay Communities, Inc.","AvalonBay Communities, Inc.",America/New_York,EDT,True,-14400000,,EQUITY,AVB,,,finmb_329141,bce3759a-7c70-390c-8510-d287ae091718,us_market,,17.516,,29.055,,,3.21,,139604992.0,,,,76.547,2334205.0,0.0167,,1609372800.0,0.92073,800030016.0,5.722,,,2.9903197,0.0034400001,1672444800.0,,1617148800.0,3.05,1623715200.0,138824377.0,0.951033,39407431680.0,2,,1357516800.0,8:9,,,-0.153,14.204059,1626307200.0,25.48,,71.30841,,0.0227,2397474.0,,,228.81,229.22,195.0342,0.027795989,1.1119,,229.235,,519340.0,228.81,218.38324,6.36,229.22,519340.0,,,6.36,1624924800.0,,,226.28,USD,40.003494,329989.0,,,,31955580928.0,,,781914.0,226.28,228.59,1000.0,329989.0,232.72,,3.26,131.38,228.45,False,0.0279,1100.0,229.235,228.9,https://logo.clearbit.com/avalonbay.com,Suite 1000,,,,,,,,,,,,,
